stationID,tz,utc_time,local_time,epoch,latitude,longitude,solar_rad_max,uv_max,winddirAvg,humidity_high,humidity_low,humidity_avg,quality_control,temp_high,temp_low,temp_avg,wind_speed_high,wind_speed_low,wind_speed_avg,wind_gust_max,windgustLow,windgustAvg,dewptHigh,dewptLow,dew_point_avg,windchillHigh,windchillLow,windchillAvg,heat_index_high,heat_index_low,heatindexAvg,pressureMax,pressureMin,pressureTrend,precipRate,precip_total,station_id,year,month
KORMCMIN127,America/Los_Angeles,2025-04-01T07:59:00Z,2025-04-01 00:59:00,1743494340,45.204,-123.165,0.0,0.0,54.0,94.0,93.0,93.0,1,42.0,41.0,41.0,2.0,0.0,0.0,3.0,0.0,1.0,40.0,39.0,40.0,42.0,41.0,41.0,42.0,41.0,41.0,29.71,29.7,0.0,0.0,0.0,dustprop,2025,4
KORMCMIN127,America/Los_Angeles,2025-04-01T08:58:00Z,2025-04-01 01:58:00,1743497880,45.204,-123.165,0.0,0.0,130.0,95.0,93.0,93.0,1,42.0,41.0,42.0,4.0,0.0,1.0,7.0,0.0,1.0,40.0,40.0,40.0,42.0,39.0,41.0,42.0,41.0,42.0,29.72,29.71,0.01,0.0,0.0,dustprop,2025,4
KORMCMIN127,America/Los_Angeles,2025-04-01T09:57:00Z,2025-04-01 02:57:00,1743501420,45.204,-123.165,0.0,0.0,50.0,95.0,93.0,93.0,1,42.0,41.0,42.0,2.0,0.0,1.0,3.0,0.0,2.0,40.0,40.0,40.0,42.0,41.0,42.0,42.0,41.0,42.0,29.71,29.7,-0.01,0.0,0.0,dustprop,2025,4
KORMCMIN127,America/Los_Angeles,2025-04-01T10:58:00Z,2025-04-01 03:58:00,1743505080,45.204,-123.165,0.0,0.0,51.0,95.0,94.0,94.0,1,42.0,41.0,41.0,2.0,0.0,1.0,3.0,0.0,2.0,40.0,40.0,40.0,42.0,41.0,41.0,42.0,41.0,41.0,29.72,29.7,0.0,0.0,0.0,dustprop,2025,4
KORMCMIN127,America/Los_Angeles,2025-04-01T11:57:00Z,2025-04-01 04:57:00,1743508620,45.204,-123.165,0.0,0.0,46.0,95.0,94.0,94.0,1,41.0,41.0,41.0,2.0,1.0,2.0,3.0,1.0,2.0,40.0,39.0,40.0,41.0,41.0,41.0,41.0,41.0,41.0,29.72,29.71,0.01,0.0,0.0,dustprop,2025,4
KORMCMIN127,America/Los_Angeles,2025-04-01T12:56:00Z,2025-04-01 05:56:00,1743512160,45.204,-123.165,0.0,0.0,37.0,94.0,93.0,93.0,1,41.0,41.0,41.0,4.0,0.0,1.0,6.0,0.0,2.0,40.0,39.0,39.0,41.0,38.0,41.0,41.0,41.0,41.0,29.73,29.72,0.01,0.0,0.0,dustprop,2025,4
KORMCMIN127,America/Los_Angeles,2025-04-01T13:56:00Z,2025-04-01 06:56:00,1743515760,45.204,-123.165,4.03,0.0,49.0,94.0,93.0,93.0,1,41.0,39.0,40.0,2.0,0.0,1.0,3.0,0.0,1.0,39.0,38.0,39.0,41.0,39.0,40.0,41.0,39.0,40.0,29.75,29.73,0.01,0.0,0.0,dustprop,2025,4
KORMCMIN127,America/Los_Angeles,2025-04-01T14:57:00Z,2025-04-01 07:57:00,1743519420,45.204,-123.165,36.35,0.0,63.0,96.0,89.0,93.0,1,42.0,39.0,40.0,1.0,0.0,0.0,1.0,0.0,0.0,39.0,37.0,38.0,42.0,39.0,40.0,42.0,39.0,40.0,29.75,29.74,0.01,0.0,0.0,dustprop,2025,4
KORMCMIN127,America/Los_Angeles,2025-04-01T15:57:00Z,2025-04-01 08:57:00,1743523020,45.204,-123.165,152.53,1.0,55.0,89.0,83.0,86.0,1,45.0,42.0,44.0,2.0,0.0,1.0,2.0,0.0,1.0,40.0,39.0,40.0,45.0,42.0,44.0,45.0,42.0,44.0,29.77,29.75,0.01,0.0,0.0,dustprop,2025,4
KORMCMIN127,America/Los_Angeles,2025-04-01T16:55:00Z,2025-04-01 09:55:00,1743526500,45.204,-123.165,345.74,3.0,42.0,83.0,73.0,78.0,1,49.0,45.0,47.0,3.0,1.0,2.0,4.0,1.0,3.0,41.0,40.0,40.0,49.0,45.0,47.0,49.0,45.0,47.0,29.79,29.77,0.02,0.0,0.0,dustprop,2025,4
